Date,HRMM  Sec,Latitud,Longitud,Depth,Mc,Ml   Mb
2019 0101,0702 44.1,18.714,-67.53,33.4,3.4,2.1
2019 0101,1122 47.3,18.536,-70.368,7.7,2.7,2.2
2019 0101,1214 43.6,17.946,-66.706,7.4,3,1.1
2019 0101,1350 57.5,17.76,-71.306,23,3.2,2.2
2019 0101,1955 31.9,18.269,-68.912,119.9,3.4,2.5
2019 0101,2147 42.6,17.665,-68.778,76.2,3.5,2.6
2019 0102,0603 11.9,19.242,-64.7,43.5,3.8,2.7
2019 0102,0609 14.9,18.95,-68.696,11.8,3.3,2.4
2019 0102,0740 19.9,18.993,-68.168,20.7,3.4,2.1
2019 0102,0936 12.3,19.21,-65.456,34.1,3.6,2.5
2019 0102,1525  2.7,19.577,-69.372,51.7,2.5,3.2
2019 0102,2328 41.1,18.858,-68.354,204.7,3.2,2.7
2019 0103,0004 10.2,18.299,-68.922,116.6,3.8,3.8
2019 0103,0034 22.1,18.323,-68.342,20.5,3.3,2.3
2019 0103,1312  5.0,17.065,-68.686,237.2,3.5,2.9
2019 0103,1502 50.5,17.261,-69.235,15,3.1,2.8
2019 0103,1508  8.4,19.154,-68.735,129.2,2.1,2.7
2019 0103,1546 28.4,18.696,-70.643,31.1,2.5,2.7
2019 0103,1555 51.6,19.27,-69.674,42.5,2.5,2.1
2019 0103,1655 46.4,18.525,-70.471,8.8,2.4,2.6
2019 0103,1715 55.0,19.856,-68.544,194.3,2.9,2.7
2019 0103,1822 55.3,18.475,-68.882,23,2.7,3.2
2019 0103,1912  5.0,19.063,-70.673,19.6,3,2.3
2019 0104,0308  4.0,17.818,-68.195,29.3,3.2,2.2
2019 0104,1458 44.4,18.098,-68.136,103.2,3.4,2.6
2019 0105,0112 36.5,18.12,-69.291,110.4,3.3,2.5
2019 0105,0156 14.3,19.092,-68.014,22.8,2.9,2
2019 0105,0237 33.8,19.098,-70.506,12.1,3.2,2.1
2019 0105,0317 12.6,19.171,-67.993,11.6,3.2,2.1
2019 0105,0324  2.6,18.825,-67.793,22.7,3.3,1.9
2019 0105,0454 59.8,19.194,-68.027,23,3.5,2.1
2019 0105,0548  6.2,17.835,-69.751,22.4,3.3,2.4
2019 0105,0600 39.5,18.077,-69.862,20.2,3.2,2.1
2019 0105,0625  5.5,18.213,-69.011,207.6,3.8,3.3
2019 0105,1645 45.9,19.091,-65.057,33.9,3.8,2.8
2019 0105,1744 55.9,19.008,-70.113,10.5,3,2
2019 0105,1857 26.6,18.507,-69.028,122.3,3.2,2.2
2019 0106,0046 12.6,18.753,-67.459,31.9,3,2
2019 0106,0311 37.5,17.995,-70.734,31.1,3.1,2.7
2019 0106,0535 43.9,17.861,-68.021,23,3.4,2.7
2019 0106,0633 30.1,18.648,-69.647,96.4,3.3,2.6
2019 0106,1115  6.9,19.551,-67.215,15,3.5,2.3
2019 0106,1226 19.1,18.126,-70.568,18.1,3,1.9
2019 0106,1431 45.1,18.955,-70.324,132.8,3.3,2.5
2019 0106,1913 38.0,18.602,-68.742,125.6,3.5,2.5
2019 0106,2135 35.7,18.696,-69.554,96,3.1,1.9
2019 0106,2207 27.5,19.181,-69.259,19.1,3.4,2.5
2019 0106,2238 40.1,18.889,-69.427,147.1,3.2,2
2019 0107,0719 20.5,18.602,-74.126,23,3.5,2.6
2019 0107,0725 13.5,18.147,-72.646,225.4,3.5,2.7
2019 0107,1210 52.8,17.936,-68.387,76.6,3.5,3.3
2019 0107,1218  0.6,19.688,-67.761,22,3.2,2.3
2019 0107,1644  8.5,18.299,-69.03,90.8,3.1,2.5
2019 0107,1651  8.8,18.984,-70.172,35.7,2.8,2.1
2019 0107,2253 56.6,19.233,-68.035,11,3.4,2
2019 0108,0014 29.0,19.785,-69.902,22.1,3.3,2.3
2019 0108,0059 45.7,17.978,-68.476,80.4,3.1,2
2019 0108,0415 52.8,18.523,-65.083,55,3.6,2.3
2019 0108,0554 59.8,19.018,-67.75,12,3.4,2.1
2019 0108,0659 10.7,18.558,-73.613,21.7,3.6,2.9
2019 0108,0857 23.4,19.386,-68.089,19.9,3.4,2.2
2019 0108,1527 31.6,18.264,-70.334,21.3,2.7,2.4
2019 0108,1834 16.5,19.328,-68.725,31.1,3,1.6
2019 0108,1854 11.3,19.055,-70.23,0.1,2.9,2
2019 0108,1925 53.3,18.16,-70.119,12.1,3,2.1
2019 0109,0046  2.7,19.3,-69.974,28.4,2.9,2
2019 0109,0219 10.4,18.785,-67.26,23.8,3,1.7
2019 0109,0651 41.5,18.529,-69.777,111.4,3,2.6
2019 0109,0655 41.9,19.457,-69.894,16.1,2.9,2.2
2019 0109,1003 43.5,19.281,-65.771,22.9,3.7,2.7
2019 0109,1246  2.2,18.562,-70.4,10.7,2.8,2.1
2019 0109,1818 37.8,18.855,-69.262,74.1,3.3,2.5
2019 0109,1856  5.5,17.888,-69.868,30.7,3.2,3.4
2019 0109,2227  1.0,19.105,-69.795,92.2,3,2
2019 0109,2359 35.8,18.191,-67.368,17.3,3,1.3
2019 0110,0254 12.7,19,-70.397,15,2.8,1.6
2019 0110,0347 54.6,18.712,-70.329,84,3.1,2.5
2019 0110,0449  3.6,18.836,-67.314,20.8,3.7,3.1
2019 0110,0603 37.4,17.463,-68.392,31,3.3,2
2019 0110,0918 32.4,18.909,-68.926,23,2.7,1.7
2019 0110,1121 19.6,18.14,-68.452,191.2,3.4,2.4
2019 0110,1424  3.5,18.67,-70.362,20.2,3.1,2
2019 0110,1553 24.1,18.276,-69.28,89.9,3.2,2.2
2019 0110,1815 14.0,18.391,-68.773,115.5,3.7,3.3
2019 0110,2008 29.3,18.639,-70.313,12.5,2.8,1.9
2019 0110,2047 17.3,20.096,-72.946,19,3.6,2.7
2019 0111,0031 51.7,18.472,-68.986,142.7,3.3,3.3
2019 0111,0144 38.2,18.479,-67.42,16.7,3.3,2.3
2019 0111,0743 55.4,18.695,-70.797,12.2,2.6,1.8
2019 0111,0743 52.6,18.795,-70.812,30.9,2.8,2.8
2019 0111,0747 49.5,18.67,-66.719,72.5,3,1.4
2019 0111,1254  4.4,18.771,-69.42,95.8,3,2.9
2019 0111,1759 38.3,18.49,-70.355,31,3,1.8
2019 0111,1840 58.5,18.762,-67.55,23.3,2.9,1.6
2019 0111,1925 13.0,19.662,-70.684,21.4,3.4,2.5
2019 0112,0139 54.2,18.327,-68.568,182.2,3.3,2.9
2019 0112,0152 24.6,18.922,-67.04,11.8,2.9,1.6
2019 0112,0740 21.6,18.624,-70.844,22.9,2.5,1.6
2019 0112,0849 24.5,18.68,-70.772,12.1,2.7,1.7
2019 0112,1314  1.7,18.47,-66.137,231.4,3.6,
2019 0112,1455 39.7,20.284,-70.512,37,3.1,2.5
2019 0112,1609 46.5,18.131,-67.988,104.8,3.2,2.4
2019 0112,1847 43.9,18.281,-64.569,15,3.7,
2019 0112,1851  5.0,19.22,-69.183,66.5,2.8,
2019 0112,2110 25.0,18.257,-71.371,39.3,2.7,1.8
2019 0113,0322 36.4,18.714,-69.771,137.9,3.2,2.3
2019 0113,0652  9.4,18.978,-67.974,21.1,3.6,2.4
2019 0113,1622  8.4,18.624,-69.092,142.4,3.4,3
2019 0113,1746 21.4,18.542,-72.099,23.2,3.1,2.4
2019 0114,0248 32.6,18.475,-70.249,12.8,2.7,2
2019 0114,0608  0.2,18.358,-68.849,147.3,3.2,2.3
2019 0114,0619 32.2,18.497,-69.075,158.4,3.1,2.5
2019 0114,0947 51.9,19.405,-68.056,22.9,3.5,2
2019 0114,1200 36.2,18.586,-70.337,17.5,2.7,2
2019 0114,1457 21.3,18.987,-69.29,47.2,2.3,1.9
2019 0114,1510  3.3,18.378,-67.529,103.9,3.1,2
2019 0114,1649 57.5,19.124,-70.238,12.7,2.7,2
2019 0114,1750  7.9,18.507,-74.075,48.5,3.7,2.7
2019 0114,1826 26.0,19.119,-69.638,88.7,3.3,3
2019 0114,2049  3.4,19.301,-67.219,22,3.6,2.6
2019 0114,2051  4.8,19.038,-67.345,25.9,3.2,1.9
2019 0114,2232 27.8,17.873,-67.986,106.8,3.2,2.1
2019 0115,0641 15.6,18.284,-67.787,31,3.2,1.8
2019 0115,0659 17.1,19.279,-67.636,15,3.1,2
2019 0115,1019 14.2,19.721,-69.998,12.1,3.5,3
2019 0115,1038 11.4,19.688,-70.009,11.3,3,2.1
2019 0115,1122 45.2,19.14,-70.008,15,3.1,2.3
2019 0115,1633 12.0,18.65,-71.593,20,2.9,1.9
2019 0115,1721 42.6,17.315,-66.952,238.4,3.6,2.4
2019 0115,1829  0.8,19.747,-75.327,28.7,2.9,1.4
2019 0115,1920 39.3,18.209,-66.896,17.4,2.5,1.5
2019 0116,0039 27.8,19.518,-68.106,27,4.1,4.5
2019 0116,0111 11.4,19.528,-68.307,22.8,3.4,2
2019 0116,0217 42.7,19.441,-68.301,15,3.6,2
2019 0116,0226 57.1,19.513,-68.263,21.9,3.5,2.1
2019 0116,0230  4.0,18.853,-68.396,15,3.3,1.6
2019 0116,0346 42.8,18.898,-70.298,91.8,3.4,2.7
2019 0116,0451 34.4,18.086,-69.344,92.2,3.7,2.5
2019 0116,0519 10.0,18.436,-67.934,21.4,3.1,1.7
2019 0116,0633 33.3,19.414,-68.407,78.4,3.5,2.2
2019 0116,1044 47.4,19.035,-69.213,10.3,2.8,2
2019 0116,1233 41.4,20.226,-66.721,158.1,3.6,2.7
2019 0116,1659 44.2,18.765,-70.025,13.6,3,1.7
2019 0116,2122 32.7,19.475,-68.299,22.9,3.6,2.8
2019 0116,2132 17.8,18.724,-69.415,102.6,3.3,2.6
2019 0116,2255 37.6,18.148,-67.064,12.1,2.8,2.2
2019 0117,0556 36.1,19.143,-69.595,46.3,2.5,1.3
2019 0117,0702 17.5,18.843,-70.144,108.6,3,2.6
2019 0117,1212 16.6,18.479,-68.219,91.1,3.2,2.5
2019 0117,1317 33.0,18.96,-69.756,72.1,3,2.2
2019 0117,1439 32.9,19.443,-68.248,20.7,3,1.8
2019 0117,1534 55.6,19.461,-68.329,28.8,3.6,2.9
2019 0117,1621 11.1,18.2,-71.203,0,2.8,6.8
2019 0117,1730 37.3,19.557,-68.302,21.7,3.5,2.9
2019 0117,2130 35.4,19.929,-72.124,12.1,3,2.3
2019 0118,0552 46.5,18.704,-65.679,77.8,3.5,2.6
2019 0118,0636 39.9,18.894,-70.442,100.8,3.5,3
2019 0118,0836  4.6,18.784,-69.392,103.4,3.1,2.1
2019 0118,1137 46.3,19.377,-66.978,23,3.4,2.3
2019 0118,1147 48.5,18.546,-66.848,128.7,3.3,1.9
2019 0118,1433 17.7,19.533,-70.167,18.5,3.1,2.4
2019 0118,1551 36.7,19.737,-70.339,22.1,3.2,2.2
2019 0118,1638 10.9,18.694,-69.443,87.2,3.2,2.7
2019 0118,1656 55.4,18.843,-70.133,7.1,2.8,1.9
2019 0118,1718 21.6,17.969,-68.296,22.9,3.3,2.2
2019 0118,1748 57.3,17.886,-70.575,24.3,3.2,2.6
2019 0118,2317  6.4,19.549,-67.942,15,3.4,2
2019 0118,2348 58.9,18.692,-69.11,130.9,3,2.6
2019 0118,2348 57.8,18.856,-69.101,134.7,3.5,2.6
2019 0119,0010 27.8,17.918,-71.393,12.7,3.2,3.6
2019 0119,0205 41.7,18.053,-68.332,60.7,3.4,2.1
2019 0119,0237 59.0,19.81,-70.382,11.9,3.3,2.1
2019 0119,0259 36.3,19.688,-69.955,19.6,2.9,1.9
2019 0119,0301 25.0,18.25,-72.077,30.5,3,2
2019 0119,0309 53.3,18.296,-68.715,49.6,2.9,1.7
2019 0119,0352  6.5,19.794,-70.022,12.1,3.4,2.7
2019 0119,0424 29.2,19.043,-67.747,23,3.3,1.9
2019 0119,0509 33.1,19.373,-68.394,117.4,3.2,2.1
2019 0119,0701 21.3,19.743,-70.412,5.7,3.1,1.8
2019 0119,0838  6.5,18.152,-68.353,86.2,3.3,2.3
2019 0119,1308 11.3,19.524,-68.296,23,3.6,3.1
2019 0119,2300 59.2,17.841,-67.884,144,3.2,2.2
2019 0120,0356 36.6,19.095,-69.541,89.4,3.1,2
2019 0120,0506 35.0,18.559,-69.876,109.6,3.3,2.3
2019 0120,0727 52.5,19.899,-70.452,79.8,3.4,2.3
2019 0120,1116 24.6,18.399,-71.258,31,3,2.2
2019 0120,1324 19.9,19.381,-67.987,11.7,3.5,2.6
2019 0120,1455 36.0,18.474,-68.833,113.2,3.4,2.8
2019 0121,0701 42.4,18.645,-72.023,17.9,2.3,1.7
2019 0121,0706 27.2,19.225,-67.797,12,3.3,2.1
2019 0121,0830 52.0,18.811,-67.124,23.3,3.2,2.2
2019 0121,1222  5.7,18.745,-69.393,120.7,3.1,2.7
2019 0121,1911 31.6,18.533,-66.722,26,3,1.4
2019 0121,1926 33.6,17.994,-64.735,21.3,3.6,2.4
2019 0121,2307 34.2,18.537,-70.366,24.6,2.9,1.7
2019 0122,0127 15.9,18.508,-70.364,27.8,3.1,3.3
2019 0122,0314 11.5,18.239,-67.559,45.3,3.1,1.6
2019 0122,0410 21.6,18.239,-70.334,15,2.5,1.4
2019 0122,0448 11.5,18.472,-69.204,145.3,3.1,2.4
2019 0122,0750 44.1,19.113,-65.758,36.8,3.2,1.9
2019 0122,0829 49.8,19.134,-65.715,34.7,3.4,2.1
2019 0122,1159 26.2,18.406,-68.829,19.4,3.1,2.8
2019 0122,1402 47.1,18.17,-66.868,27.7,2.6,1.5
2019 0122,1523 50.1,17.351,-67.938,23,2.9,2.9
2019 0122,1654 45.5,18.973,-70.13,0,3.1,2.1
2019 0122,2043  0.3,20.017,-73.129,49.9,3.8,3.2
2019 0122,2240 27.9,18.53,-69.13,112.3,3.4,2.9
2019 0123,0055 12.8,18.371,-68.737,126.1,3.4,2.8
2019 0123,0345 41.3,18.564,-68.209,18.7,3.5,2
2019 0123,0352 56.7,18.581,-69.167,105,3.4,2.7
2019 0123,0400 51.8,19.305,-67.529,21.8,3.3,2.2
2019 0123,0426 14.1,18.547,-66.331,154,3.2,2.1
2019 0123,0518 24.2,17.227,-65.458,36.3,3.5,2.3
2019 0124,0141 17.8,19.505,-71.411,31.1,3.2,2.4
2019 0124,0407 31.8,19.649,-73.209,17.8,3.6,3
2019 0124,0431 46.4,18.289,-70.008,0.6,3,2.7
2019 0124,0636 57.7,20.014,-70.458,17.8,3.1,2.7
2019 0124,0807 35.8,20.917,-72.832,18.2,3.5,3.1
2019 0124,0816 33.8,19.974,-72.559,158.8,3.4,3.2
2019 0124,1601 21.2,16.974,-68.56,155.6,,2.9
2019 0124,2255 42.7,19.985,-70.505,31,3.7,3.3
2019 0125,0022 55.7,19.984,-70.466,23,3.6,3.8
2019 0125,0028 25.9,19.816,-70.616,163.7,3.5,2.9
2019 0125,0300  9.0,18.462,-67.844,22.9,3.6,3.1
2019 0125,0413  2.5,20.154,-70.641,52.6,3.4,3.1
2019 0125,0451 28.3,17.838,-67.976,148,3.8,2.6
2019 0125,0458 53.2,18.788,-71.995,9.8,3,2.1
2019 0125,0736 18.8,18.198,-71.993,23.3,3,1.8
2019 0125,0831 13.3,20.13,-70.538,20.9,3.2,2.4
2019 0125,0843 20.7,20.155,-70.726,31,3.5,2.3
2019 0125,0944 17.9,20.336,-72.475,174.1,3.2,3.1
2019 0125,1011 55.8,20.073,-70.417,17.8,3.4,2.9
2019 0125,1047 19.0,19.612,-70.744,101.4,2.7,2.4
2019 0125,1126 23.6,19.061,-70.432,12.3,3.2,3.3
2019 0126,0448  2.6,19.62,-67.577,7.3,3.5,2.4
2019 0126,0506  0.6,19.058,-68.84,22.1,3.1,2.5
2019 0126,1615  6.1,18.699,-72.128,12.8,2.9,2
2019 0126,1738 34.9,20.074,-70.6,24.7,3.3,2.5
2019 0127,0132 40.9,18.534,-66.921,25.1,2.9,1.8
2019 0127,0151 10.8,19.631,-69.86,48.2,3,2.1
2019 0127,0457 31.5,18.265,-68.99,113.9,3.3,3
2019 0127,0643 44.3,19.864,-67.699,49.8,3.8,2.4
2019 0127,0948 45.5,18.241,-68.704,162.7,3.4,2.9
2019 0127,1425 17.6,17.875,-65.8,30.9,2.5,
2019 0127,2344 12.2,19.073,-69.224,12,3.4,3
2019 0128,0028 30.4,18.285,-68.918,130.8,3.4,2.9
2019 0128,1646  5.6,19.217,-67.764,15,3.3,2.2
2019 0128,2201 11.3,18.738,-69.427,105.7,3.6,4
2019 0128,2209  7.6,18.973,-67.509,31.3,3.2,1.9
2019 0128,2212 24.5,20.102,-70.68,17.9,3.4,2.4
2019 0128,2334  9.5,18.754,-67.372,15,2.9,1.6
2019 0129,0126 49.4,19.225,-70.376,23,3.1,2.5
2019 0129,0559 31.9,20.569,-70.691,27.6,3.4,2.6
2019 0129,0637 57.1,19.162,-70.687,31,3.1,2.4
2019 0129,0958  9.7,18.401,-71.156,33.9,3.2,3.5
2019 0129,1921  9.8,19.3,-70.336,22.9,2.9,2.3
2019 0129,2149 22.1,18.399,-68.927,184.5,3.6,3.3
2019 0130,0415 28.6,19.258,-68.089,11.5,3.5,2.3
2019 0130,0421  6.1,19.358,-68.09,11.8,3.6,3
2019 0130,0504 32.1,19.34,-68.097,10.4,4,4.1
2019 0130,0515 50.1,18.109,-68.541,30.8,3.3,1.9
2019 0130,0524 36.8,19.372,-68.101,12,3.9,3.7
2019 0130,0535 23.3,19.392,-68.093,10.6,3.4,2.1
2019 0130,0651 53.8,19.326,-70.31,20.5,3.1,3.3
2019 0130,0658 13.9,18.11,-67.92,140.3,3.3,2.2
2019 0130,0701 55.2,19.26,-70.35,17.6,2.9,2.5
2019 0130,0755 12.4,19.255,-70.354,21.1,2.8,2.4
2019 0130,0757 41.5,19.235,-70.357,17.1,2.7,2.3
2019 0130,0904 55.3,20.053,-70.47,31.1,3.6,3.7
2019 0130,0959 27.4,19.257,-70.391,51.2,2.9,2.7
2019 0130,1235 45.6,20.025,-70.463,22.1,3.5,2.8
2019 0130,1239 24.3,20.15,-70.709,47.8,3.3,2.5
2019 0130,1438 26.4,19.245,-70.279,17.2,2.4,2.7
2019 0130,1438 57.8,19.235,-70.359,0,2.9,2.5
2019 0130,1541 27.9,19.102,-69.765,19.6,3.1,2.9
2019 0130,1610 21.9,19.264,-68.071,0,3.5,2.5
2019 0130,1642 23.1,19.348,-68.089,22.9,4,4.2
2019 0130,1703 32.2,19.384,-68.075,15,3.4,2.5
2019 0130,1742 37.3,19.367,-68.11,9.4,3.5,3.2
2019 0130,1748  3.8,19.944,-70.462,18,3.6,2.9
2019 0130,1803  8.9,19.742,-70.582,102.4,3.3,2.7
2019 0130,2216 52.0,19.177,-68.282,22.9,3.5,2.6
2019 0130,2254 32.8,19.368,-68.11,22.2,3.5,3.2
2019 0130,2308 26.9,19.289,-70.341,15,3.1,2.2
2019 0130,2321  1.5,19.305,-68.09,22.3,3.5,2.4
2019 0130,2350  0.9,18.461,-68.008,22.9,3.2,1.9
2019 0131,0037 14.6,18.835,-70.32,107.9,3,2.4
2019 0131,0042 53.0,19.386,-68.08,22.9,3.6,2.8
2019 0131,0236 50.2,19.303,-68.084,12,3.3,2.1
2019 0131,0241 45.1,19.459,-68.07,12,3.3,2.2
2019 0131,0317 10.7,19.325,-68.455,80.4,3.3,2.4
2019 0131,0443 19.0,17.918,-72.507,225,3.7,2.9
2019 0131,0550 25.7,19.333,-67.949,18.2,3.2,2.3
2019 0131,0607 45.6,19.369,-68.088,3.6,3.4,
2019 0131,0632 10.1,19.435,-68.059,11.8,3.4,
2019 0131,0730 50.8,19.446,-68.059,3.7,3.4,
2019 0131,0820 11.7,19.241,-68.142,22.6,3.2,2.3
2019 0131,0948 32.7,19.36,-68.105,12,3.4,
2019 0131,1015 35.0,19.383,-68.145,11.3,3.3,2.9
2019 0131,1222 19.2,20.268,-73.538,22.9,3.4,2.1
2019 0131,1431 56.0,19.399,-68.134,22.5,3.7,3.4
2019 0201,0638 15.7,19.32,-68.131,12.1,3.2,2.2
2019 0201,0708 55.1,18.932,-70.046,73.6,2.9,2.5
2019 0201,1209 39.8,19.252,-70.378,17,3,2.9
2019 0201,1809 39.2,19.242,-70.316,22.4,3.3,3
2019 0201,1920 54.5,19.983,-70.475,10.5,3.6,3.5
2019 0201,2148 47.4,19.379,-68.12,21.7,3.8,3.5
2019 0201,2214 48.4,19.411,-68.068,21.2,3.5,2.6
2019 0202,0215 40.1,19.476,-70.382,21.5,3.1,2.2
2019 0202,0312 22.4,20.121,-70.644,11.3,3.3,2.1
2019 0202,0411 33.7,17.523,-68.623,49.9,3.4,2.3
2019 0202,0435 44.1,19.47,-69.169,47.7,3.1,2
2019 0202,0549 26.2,18.008,-68.001,100.8,3.1,2.2
2019 0202,1512  2.3,18.926,-70.298,93,2.8,2.3
2019 0202,1608 54.1,19.251,-68.082,21.3,3.5,2.7
2019 0202,1830 40.6,17.399,-68.428,31.6,3.6,3.4
2019 0202,2104 58.1,19.495,-70.688,22.8,3.2,2.4
2019 0202,2218 26.7,18.335,-68.48,23,3.5,3.1
2019 0203,0143 52.6,19.736,-70.914,15,2.9,2.1
2019 0203,0225 31.4,18.829,-70.312,113,3,3.1
2019 0203,0240 47.4,19.404,-68.144,10.9,3.5,2.6
2019 0203,0422 40.2,19.047,-66.194,67.5,3.1,2.2
2019 0203,0711 11.3,19.333,-67.86,23,3.5,3.3
2019 0203,1126 18.8,19.309,-68.1,12,3.6,3.1
2019 0203,1740 19.6,18.693,-71.616,23,2.7,1.7
2019 0203,1825 56.2,19.847,-70.176,12,3.2,2.3
2019 0203,2124 58.0,18.928,-68.153,10.9,3.1,2.1
2019 0204,0242 16.5,18.548,-70.478,12,3,2.1
2019 0204,0539 11.3,19.009,-70.008,80.2,3,2.3
2019 0204,0702 41.3,17.95,-70.599,22.9,3.3,2.6
2019 0204,0911 27.1,19.078,-71.045,12,3.3,3.1
2019 0204,0926 33.8,18.997,-71.112,14.8,2.8,1.7
2019 0204,0928  5.3,19.151,-71.052,12.2,3,2
2019 0204,1153 21.4,17.977,-68.178,100.4,3.3,2.4
2019 0204,1200 38.9,19.348,-68.109,10.3,3.6,2.7
2019 0204,1202 39.0,19.339,-68.098,64.8,3.7,2.5
2019 0204,1223 59.5,20.091,-70.508,21.6,3.4,2.1
2019 0204,1424 56.4,19.365,-68.264,158.8,3.5,2.3
2019 0204,1832 52.7,19.203,-70.315,23.2,3.3,2.3
2019 0204,2016 54.8,19.269,-68.094,30.5,3.7,3.3
2019 0204,2135  8.4,20.064,-70.807,136.8,3.3,2.4
2019 0204,2241 42.2,19.03,-71.079,12.2,2.5,
2019 0204,2311 22.6,18.829,-69.698,103.4,3.4,2.6
2019 0205,0154 54.9,19.333,-68.145,21.9,3.6,2.3
2019 0205,0201 52.2,19.363,-68.124,23,4,3.6
2019 0205,0407 24.0,19.384,-68.109,2.1,4.2,4.4
2019 0205,0415 44.9,19.376,-68.077,22,3.5,2.5
2019 0205,0417 54.4,18.902,-70.291,118,3.2,2.3
2019 0205,0425 41.1,19.577,-68.038,15,3.5,2.2
2019 0205,0450 21.5,19.303,-68.085,3.2,3.5,2.1
2019 0205,0457 47.9,19.333,-68.084,22.4,3.5,2.2
2019 0205,0500 55.6,19.376,-68.103,23,3.7,2.9
2019 0205,0511  5.2,19.339,-68.107,15,3.3,1.9
2019 0205,0518  7.2,19.285,-68.078,21.7,3.5,2
2019 0205,0520  6.5,18.776,-70.33,113.3,3.1,2.4
2019 0205,0548  8.1,18.147,-73.582,22.5,3.6,2.1
2019 0205,0611 28.0,16.36,-68.706,111.3,3.5,2.6
2019 0205,0629 17.1,19.288,-68.088,22.3,3.4,2
2019 0205,0802 14.1,19.851,-70.63,13.8,3.3,1.9
2019 0205,0817  1.2,19.379,-68.057,12.1,3.6,2.1
2019 0205,0851 58.9,18.541,-67.422,23,3.2,2
2019 0205,0907 13.3,19.371,-68.098,22.6,3.5,2
2019 0205,1046 27.8,19.36,-68.085,21.1,3.6,2.4
2019 0205,1153  0.2,17.364,-69.35,22.9,3.4,2.4
2019 0205,1225  3.1,19.241,-68.151,26.9,3.4,2.4
2019 0205,1317 21.0,19.377,-68.042,23,3.3,2.4
2019 0205,1337 15.2,19.417,-67.66,15,3.6,2.8
2019 0205,1342 58.6,19.343,-68.079,22.5,3.5,2.4
2019 0205,1428  1.8,17.94,-68.461,44.7,3.4,2.8
2019 0205,1532 53.9,19.35,-68.089,22.9,3.4,2.6
2019 0205,1919 43.6,18.49,-68.676,125.9,2.9,2.3
2019 0205,1921 43.2,18.224,-68.208,81.6,3.5,3.1
2019 0205,2326 55.6,20.007,-71.29,112.1,3.3,2.2
2019 0206,0436 46.9,19.924,-70.97,74,3.5,1.9
2019 0206,0443 54.8,19.335,-68.051,10.5,3.5,1.8
2019 0206,0451 51.8,18.582,-71.787,31,3,1.8
2019 0206,0551 45.0,19.349,-68.123,20,3.5,2.1
2019 0206,0851 46.1,19.222,-68.245,31,3.1,2.1
2019 0206,0851 42.4,19.331,-68.163,12.1,3.4,2.2
2019 0206,0851 43.0,19.29,-68.13,10.7,3.3,1.9
2019 0206,0957 59.2,17.773,-68.504,104.4,3.3,2.1
2019 0206,1446 19.5,19.956,-70.499,22.9,3.3,2.7
2019 0206,1541 21.5,19.471,-68.044,39.9,3.3,1.9
2019 0206,1648 56.6,18.94,-68.562,169.2,2.7,2.5
2019 0206,1648 42.6,17.885,-69.383,20.3,3.1,2.5
2019 0206,1655 44.1,19.004,-69.89,32.3,3.1,2.7
2019 0206,1757  6.2,19.013,-67.928,10.6,3.2,1.8
2019 0206,2026 52.9,19.42,-68.078,22.1,3.6,2.9
2019 0206,2151 18.0,20.084,-70.254,2.6,3.4,2.1
2019 0206,2305 31.4,19.775,-70.52,10.5,3,1.8
2019 0207,0046 45.2,19.512,-68.074,15,3.3,1.8
2019 0207,0312 57.6,19.325,-68.106,11.9,3.4,2
2019 0207,0719 20.1,18.866,-67.609,2,3.2,1.8
2019 0207,0858 23.9,19.156,-68.254,70.4,3,2.1
2019 0207,1632 46.6,19.433,-68.08,15,3.6,2.1
2019 0207,2333 23.4,19.424,-68.092,11.2,3.4,2.1
2019 0208,0020 11.2,19.973,-70.762,102.9,3.5,2.5
2019 0208,0143 58.2,18.971,-71.268,61,2.9,1.9
2019 0208,0209 34.8,18.051,-68.008,134.7,3.3,2.2
2019 0208,0331 46.4,19.604,-71.236,31,3,1.9
2019 0208,0700 27.1,18.605,-68.425,41.7,3.2,2
2019 0208,0737  9.8,19.129,-68.164,0.3,3.3,2
2019 0208,0744 44.9,18.113,-68.75,151.6,3.5,2.4
2019 0208,0934 10.8,18.115,-71.898,23,2.8,1.2
2019 0208,0941 54.2,19.557,-71.223,22.5,3.2,2.8
2019 0208,1000 41.8,20.132,-70.466,23,3,2.3
2019 0208,1042 18.6,18.862,-67.997,10.5,3.2,1.9
2019 0208,1157 19.5,19.146,-70.751,70.4,2.5,2
2019 0208,1214 22.2,18.43,-68.552,103.1,3,3
2019 0208,2121 53.8,19.654,-71.211,22.8,3.5,3.4
2019 0208,2138 31.7,19.663,-71.217,22.3,3.4,3.1
2019 0208,2217 32.6,20.041,-70.474,10.9,3.5,3
2019 0208,2241  5.2,19.415,-68.085,20,3.4,2.2
2019 0209,0000 46.4,19.629,-71.135,5.9,3.1,2.1
2019 0209,0423 20.3,19.068,-67.408,69.6,3.3,2.1
2019 0209,1802  6.6,19.342,-68.096,22.7,3.1,2.2
2019 0210,0914  8.2,19.415,-68.118,3.6,3.3,2.4
2019 0210,1202 30.3,19.093,-68.087,15,3.3,2.1
2019 0210,1235 44.5,17.987,-66.97,9.6,2.2,1.2
2019 0210,1514 22.3,18.471,-64.719,22.4,3.7,
2019 0210,1534 32.0,19.504,-65.192,15,3.7,
2019 0211,0155 28.7,18.778,-69.517,80,3.4,2.6
